,,AIA,Alliance Municipal,Alliance,NE,Alliance,0
,,ALB,Albany County,Albany,NY,Main Checkpoint,63
,,AMA,Amarillo International,Amarillo,TX,AMA30,1
,,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,8
,12:00,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,Checkpoint 1,8
,,,,,,F Arrival Checkpoint,13
,,ATL,Hartsfield Atlanta International,"Atlanta,",GA,,
,,,,,,Main Checkpoint,311
,,ATW,Outagamie County,Appleton,WI,Checkpoint,0
,,,,,,AUS02,144
,,AUS,Austin Bergstrom International,Austin,TX,,
,,,,,,Terminal 2 - South - Main Checkpoint,44
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,4
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,0
,,AZA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,50
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,0
,,BDL,Bradley International,Windsor Locks,CT,A1,102
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,17
,,BHM,Birmingham International,Birmingham,AL,Central,80
,,BIL,Billings Logan,Billings,MT,BILM,17
,,BLI,Bellingham International,Bellingham,WA,BLIZ,9
,,BNA,Nashville International,Nashville,TN,BNA Main,113
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,Main Checkpoint,86
,,,,,,A1,5
,,,,,,B1,74
,,BOS,Logan International,East Boston,MA,,
,,,,,,B5,43
,,,,,,C2,90
,,BTV,Burlington International,South Burlington,VT,South,4
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,13
,,BUR,Burbank-Glendale-Pasadena,Burbank,CA,BUR01,35
,,,,,,B Checkpoint,148
,,BWI,Baltimore-Washington International,BWI Airport,MD,,
,,,,,,D/E Checkpoint,82
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,17
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,5
,,CAK,Akron-Canton Regional,North Canton,OH,Main,4
,,CDV,"Merle K. ""Mudhole"" Smith",Cordova,AK,Checkpoint CDV-01,3
,,CEZ,Cortez Municipal,Cortez,CO,Cotez-Mun. Cty Arpt,4
,,CHA,Chattanooga Metropolitan,Chattanooga,TN,CHA-A,9
,,CHO,Charlottesville/Albemarle,Charlottesville,VA,CHO - Checkpoint,12
,,CHS,Charleston CountyInternational/AFB,Charleston,SC,Checkpoint,29
,,CID,The Cedar Rapids,Cedar Rapids,IA,Main Concourse,28
,,CLE,Cleveland Hopkins International,Cleveland,OH,Central,177
,,CLT,Charlotte/Douglas International,Charlotte,NC,B Checkpoint,252
,,,,,,A,39
,,CMH,Port Columbus International,Columbus,OH,,
,,,,,,B,54
5/3/2020,12:00,CMX,Houghton County Memorial,Calumet,MI,Gate,5
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,1
,,COU,Columbia Regional,Columbia,MO,Gate 1 Hold Area,5
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,8
,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,37
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,121
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,45
,,,,,,Center Pier,96
,,,,,,Concourse A,82
,,DCA,Washington Reagan National,"Washington, DC",VA,,
,,,,,,North Pier,1
,,,,,,South Pier,13
,,,,,,A Bridge,75
,,DEN,Denver International,Denver,CO,,
,,,,,,South,316
,,,,,,A21,97
,,,,,,B30,28
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,C21,57
,,,,,,D22,58
,,,,,,E18,47
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,5
,,DSM,Des Moines International,Des Moines,IA,Main Concourse,47
,,,,,,Blue-2,193
,,DTW,Detroit Metro Wayne County,Detroit,MI,Red 1,15
,,,,,,Red 3,106
,,ECP,Northwest Florida BeachesInternational Airport,West Bay,FL,Checkpoint 1,88
,,EKO,Elko Municipal,Elko,NV,Checkpoint 1,8
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,41
,,ERI,Erie International,Erie,PA,Main Terminal,3
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,19
,,EVV,Evansville Regional,Evansville,IN,Main Checkpoint,8
,,EWR,Newark International,Newark,NJ,Terminal A/3,25
,,,,,,Terminal B/1,30
,,EWR,Newark International,Newark,NJ,,
,,,,,,Terminal C/1,46
,,EYW,Key West International,Key West,FL,MAIN,9
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,49
,,FLG,Flagstaff Pulliam,Flagstaff,AZ,FLG01,10
,,,,,,T1 Checkpoint,201
,,,,,,T2 Checkpoint,25
,,FLL,Ft. Lauderdale-HollywoodInternational,Fort Lauderdale,FL,T3F Checkpoint,123
,,,,,,T4 Checkpoint,64
,,FNT,Bishop International,Flint,MI,AOO-01,47
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,0
,,FSM,Fort Smith Municipal,Ft Smith,AR,FSMA,6
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,40
,,,,,,GEG-A/B,64
,,GEG,Spokane International,Spokane,WA,,
,,,,,,GEGC,18
,,GGG,Gregg County,Longview,TX,GGGA,5
,,GPI,Glacier Park Intl.,Kalispell,MT,Main Checkpoint,27
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,2
,,GRK,Killeen-Ft. Hood Regional,Killeen,TX,GRK02,2
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,86
,,,,,,North Concourse,24
,,GSO,Piedmont Triad International,Greensboro,NC,,
,,,,,,South Concourse,48
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,19
,,GTF,Great Falls International,Great Falls,MT,GTF E/W,5
,,GUM,Antonio B. Won Pat International,Tamuning,GU,GUM01,0
,,HLN,Helena Regional,Helena,MT,HLNZ,9
,,HNL,Daniel K. Inouye International Airport,Honolulu,HI,CP 1 Lanes 3&4 HNL03,5150
,,HOU,Houston Hobby,Houston,TX,CENTRAL,62
,,HRL,Valley International,Harlingen,TX,HRL01,43
5/3/2020,12:00,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,25
,,HXD,Hilton Head Island Airport,Hilton Head Island,SC,Gate,15
,,,,,,Employee Checkpoint,0
,,IAD,Washington-Dulles International,"Washington, DC",VA,,
,,,,,,Passenger Screening Area:  PreCheck,72
,,,,,,12/AS Terminal,72
,,IAH,Houston Intercontinental,Houston,TX,,
,,,,,,30/CN Terminal,61
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,13
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,103
,,ITH,Ithaca Tompkins Regional Airport,Ithaca,NY,240,2
,,JAC,Jackson Hole,Jackson,WY,JAC 01,16
,,JAN,Jackson International,Jackson,MS,JAN-East,24
,,JAX,Jacksonville International,Jacksonville,FL,Consolidated Passenger Checkpoint,94
,,,,,,Terminal 1,72
,,,,,,Terminal 4 Main,115
,,JFK,John F. Kennedy International,Jamaica,NY,,
,,,,,,Terminal 5,37
,,,,,,Terminal 8,57
,,JNU,Juneau International,Juneau,AK,JNU-01,34
,,JST,Johnstown-Cambria County,Johnstown,PA,Main Terminal,1
,,KOA,Ellison Onizuka Kona InternationalAirport,Kailua-Kona,HI,KOA02,0
,,LAN,Capital City,Lansing,MI,Gate,1
,,,,,,Term 1 - AB,76
,,LAS,McCarran International,Las Vegas,NV,Term 1 - D,191
,,,,,,Terminal 3 - E Upper,105
,,,,,,TBIT Main Checkpoint,142
,,,,,,Terminal 1 - Passenger,126
,,,,,,Terminal 2 - Passenger,109
,,LAX,Los Angeles International,Los Angeles,CA,Terminal 4A - Passenger,12
,,,,,,Terminal 5 - Passenger,254
,,,,,,Terminal 6 - Passenger,6
,,,,,,Terminal 7 - Passenger,54
,,LBB,Lubbock International,Lubbock,TX,LBBA,24
,,LBE,Arnold Palmer Regional Airport,Latrobe,PA,Main Terminal,18
,,LBF,North Platte Regional,North Platte,NE,Gate 1,2
,,LCK,Rickenbacker International,Columbus,OH,Checkpoint 1,59
,,LEX,Blue Grass,Lexington,KY,LEX-A,25
,,,,,,TB CHK A,33
,,LGA,LaGuardia,Flushing,NY,TB CHK D,84
,,,,,,TC CHK West,114
,,LGB,Long Beach Daugherty Field,Long Beach,CA,Checkpoint,17
,,LIH,Lihue,Lihue,HI,LIH01,0
,,LIT,Little Rock National,Little Rock,AR,LITA,30
,,LNK,Lincoln Municipal,Lincoln,NE,North Hold,4
,,LWS,Lewiston - Nez Perce County,Lewiston,ID,SSC Main,4
,,MAF,Midland International,Midland,TX,MAFA,0
,,,,,,MCI 37-45,79
,,MCI,Kansas City International,Kansas City,MO,MCI 61-69,16
,,,,,,MCI 76-85,32
,,,,,,EAST Checkpoint,96
,,MCO,Orlando International,Orlando,FL,,
,,,,,,WEST Checkpoint,238
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,14
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,119
,,MEM,Memphis International,Memphis,TN,MEM-B,31
,,MFE,Miller International,McAllen,TX,MFE01,1
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,45
,,MGM,Dannelly Field (MontgomeryRegional Airport),Montgomery,AL,MGM-A,31
,,MGW,Morgantown Municipal,Morgantown,WV,MGW-01,0
,,MHT,Manchester,Manchester,NH,Checkpoint,15
,,,,,,North 2,125
,,MIA,Miami International,Miami,FL,,
,,,,,,South-H,31
,,,,,,CONC C,29
,,MKE,General Mitchell International,Milwaukee,WI,,
,,,,,,CONC D,9
5/3/2020,12:00,,,,,,
,,MLB,Melbourne International,Melbourne,FL,MLB A,56
,,MLI,Quad City,Moline,IL,Checkpoint A,24
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,11
,,MRY,Monterey Regional Airport,Monterey,CA,MRY02,10
,,MSN,Dane County Regional,Madison,WI,Checkpoint Alpha,11
,,MSO,Missoula International,Missoula,MT,Main Security Screen,16
,,,,,,North CP,102
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,,
,,,,,,T2 CP1,6
,,MSS,Massena International,Massena,NY,Gate Area #1,0
,,MSY,New Orleans International,Kenner,LA,MSY01,53
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,20
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,23
,,,,,,TERM1,103
,,OAK,Metropolitan Oakland International,Oakland,CA,,
,,,,,,TERM2,77
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,2
,,OKC,Will Rogers World,Oklahoma City,OK,West,27
,,,,,,Terminal A,108
,,OMA,Eppley Airfield,Omaha,NE,,
,,,,,,Terminal B,22
,,,,,,T2,13
,,ONT,Ontario International,Ontario,CA,,
,,,,,,T4,37
,,,,,,10,8
,,,,,,2,48
,,,,,,4B,72
,,ORD,Chicago-OHare International,Chicago,IL,,
,,,,,,5,49
,,,,,,6A,32
,,,,,,7A,345
,,,,,,Conc. A Checkpoint,40
,,ORF,Norfolk International,Norfolk,VA,,
,,,,,,Conc. B Checkpoint,22
,,OWB,Owensboro Davies County,Owensboro,KY,OWB-A,1
,,PAE,Snohomish County Airport-PaineField,Snohomish County,WA,PAE Main,5
,,,,,,PBI A/B,96
,,PBI,West Palm Beach International,West Palm Beach,FL,,
,,,,,,PBI C,10
,,PDX,Portland International Airport,Portland,OR,PDX D/E,177
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,154
,,PGV,Pitt-Greenville,Greenville,NC,Terminal,0
,,PHF,Newport News/WilliamsburgInternational,Newport News,VA,PHF Checkpoint,1
,,,,,,Checkpoint B,173
,,PHL,Philadelphia International,Philadelphia,PA,Checkpoint D\E,35
,,,,,,Checkpoint F,10
,,,,,,T-3 North,102
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,261
,,,,,,T-4 C,277
,,PIA,Greater Peoria,Peoria,IL,Checkpoint A,10
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,132
,,PNS,Pensacola Gulf Coast Regional,Pensacola,FL,PNS-A,55
,,PSC,Tri-Cities,Pasco,WA,PSC Main,5
,,PSP,Palm Springs Regional,Palm Springs,CA,PSP01,48
,,PVD,T F Green State,Warwick,RI,Checkpoint A,31
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,12
,,RAP,Rapid City Regional,Rapid City,SD,1,22
,,RDM,Roberts Field,Redmond,OR,RDMZ,23
,,,,,,Employee Screening Checkpoint (ESC),20
,,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,17
,,,,,,Terminal 2 Checkpoint,54
,,RIC,Richard E Byrd International,Richmond InternationalA/P,VA,RIC Concourse B,47
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,50
,,ROA,Roanoke Regional Woodrum Field,Roanoke,VA,ROA01,6
,,ROC,Greater Rochester InternationalAirport,Rochester,NY,Checkpoint,35
5/3/2020,12:00,RST,Rochester International,Rochester,MN,Main Checkpoint,6
,,,,,,Checkpoint B,91
,,RSW,Southwest Florida International,Fort Myers,FL,,
,,,,,,Checkpoint D,153
,,,,,,CKPT-2,110
,,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-3,13
,,,,,,CKPT-6,126
,,,,,,SAT01,83
,,SAT,San Antonio International,San Antonio,TX,,
,,,,,,SAT02,44
,,SAV,Savannah International,Savannah,GA,SAV-A,26
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,36
,,SBN,South Bend Regional,South Bend,IN,A CONC,15
,,SBP,San Luis Obispo County,San Luis Obispo,CA,SBP01,11
,,SBY,Salisbury / Wicomico CountyRegional,Salisbury,MD,SBY01,2
,,SDF,Louisville International,Louisville,KY,SDF-A,34
,,,,,,SCP 2,81
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,137
,,,,,,SCP 4,65
,,SFB,Orlando Sanford,Sanford,FL,SFB-02,47
,,,,,,Security Checkpoint B,49
,,,,,,Security Checkpoint D,92
,,SFO,San Francisco International,San Francisco,CA,,
,,,,,,Security Checkpoint F-1,61
,,,,,,Security Checkpoint G,8
,,SGF,Springfield/Branson National,Springfield,MO,Main Checkpoint,27
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,6
,,,,,,Terminal A,16
,,SJC,San Jose International,San Jose,CA,,
,,,,,,Terminal B North,47
,,SJT,Mathis Field (San Angelo RegionalAirport),San Angelo,TX,SJTA,0
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,157
,,,,,,SLC1,95
,,SLC,Salt Lake City International,Salt Lake City,UT,,
,,,,,,SLC2,35
,,SLC,Salt Lake City International,Salt Lake City,UT,SLC3,0
,,,,,,Central B,84
,,SMF,Sacramento International Airport,Sacramento,CA,,
,,,,,,Terminal A,68
,,SNA,Orange County John Wayne,Santa Ana,CA,CKPT B,102
,,SRQ,Sarasota-Bradenton,Sarasota,FL,SRQ B,78
,,,,,,T1-A,25
,,STL,St. Louis Lambert International,St Louis,MO,T1-C,9
,,,,,,T2-E,59
,,STT,Cyril E. King International,St Thomas,VI,STT B,24
,,STX,Henry E. Rohlsen,Christiansted,VI,STX-B,4
,,SUN,Friedman Memorial,Hailey,ID,SUN1,3
,,SWF,Stewart,New  Windor,NY,Main Checkpoint,5
,,SYR,Syracuse-Hancock International,North Syracuse,NY,Central,12
,12:00,,,,,,
,,TLH,Tallahassee Regional,Tallahassee,FL,TLH A,17
,,,,,,TPA A,121
,,,,,,TPA C,124
,,TPA,Tampa International,Tampa,FL,,
,,,,,,TPA E,72
,,,,,,TPA F,98
,,TRI,Tri City Regional,Blountville,TN,TRI-A,5
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,32
,,TUP,Tupelo Regional Airport,Tupelo,MS,Terminal,3
,,,,,,ACP,24
,,TUS,Tucson International,Tucson,AZ,,
,,,,,,BCP,65
,,TYS,McGhee Tyson,Alcoa,TN,Checkpoint 1,3
,,VPS,Destin-Fort Walton Beach Airport,Eglin Air Force Base,FL,VPS-A,37
,,XNA,Northwest Arkansas Regional,Bentonville,AR,Checkpoint 2,12
,,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,13
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,34
,,ABR,Aberdeen Regional,Aberdeen,SD,Gate,7
,,ALB,Albany County,Albany,NY,Main Checkpoint,28
5/3/2020,,AMA,Amarillo International,Amarillo,TX,AMA30,2
,,ANC,Ted Stevens AnchorageInternational,Anchorage,AK,South Checkpoint,36
,,APN,Alpena County Regional,Alpena,MI,APN1,3
,,ART,Watertown International,Dexter,NY,Gate Area #1,4
,,,,,,F Arrival Checkpoint,26
,,ATL,Hartsfield Atlanta International,"Atlanta,",GA,,
,,,,,,Main Checkpoint,203
,,ATW,Outagamie County,Appleton,WI,Checkpoint,11
,,,,,,AUS02,83
,,AUS,Austin Bergstrom International,Austin,TX,,
,,,,,,Terminal 2 - South - Main Checkpoint,47
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,0
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,5
,,AZA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,18
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,0
,13:00,BDL,Bradley International,Windsor Locks,CT,A1,113
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,12
,,BHB,Hancock County,Trenton,ME,Gate 1,1
,,BHM,Birmingham International,Birmingham,AL,Central,55
,,BIL,Billings Logan,Billings,MT,BILM,24
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,2
,,BNA,Nashville International,Nashville,TN,BNA Main,126
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,Main Checkpoint,64
,,,,,,A1,4
,,,,,,B1,34
,,BOS,Logan International,East Boston,MA,,
,,,,,,B5,32
,,,,,,C2,32
,,BTV,Burlington International,South Burlington,VT,South,22
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,70
,,BUR,Burbank-Glendale-Pasadena,Burbank,CA,BUR01,59
,,,,,,B Checkpoint,68
,,BWI,Baltimore-Washington International,BWI Airport,MD,,
,,,,,,D/E Checkpoint,58
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,7
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,22
,,CAK,Akron-Canton Regional,North Canton,OH,Main,34
,,CDR,Chadron Municipal,Chadron,NE,Chadron 1,3
,,CHA,Chattanooga Metropolitan,Chattanooga,TN,CHA-A,44
,,CHO,Charlottesville/Albemarle,Charlottesville,VA,CHO - Checkpoint,16
,,CHS,Charleston CountyInternational/AFB,Charleston,SC,Checkpoint,28
,,CID,The Cedar Rapids,Cedar Rapids,IA,Main Concourse,8
,,CLE,Cleveland Hopkins International,Cleveland,OH,Central,71
,,CLT,Charlotte/Douglas International,Charlotte,NC,B Checkpoint,220
,,,,,,A,35
,,CMH,Port Columbus International,Columbus,OH,,
,,,,,,B,41
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,0
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,12
,,CVG,Cincinnati/Northern KentuckyInternational,Hebron,KY,T3-MCP,65
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,111
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,30
,,,,,,Center Pier,71
,,,,,,Concourse A,10
,,DCA,Washington Reagan National,"Washington, DC",VA,,
,,,,,,North Pier,0
,,,,,,South Pier,1
,,,,,,A Bridge,91
,,DEN,Denver International,Denver,CO,,
,,,,,,South,260
,,,,,,A21,177
,,,,,,B30,70
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,C21,59
,,,,,,D22,59
,,,,,,E18,82
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,4
,,DSM,Des Moines International,Des Moines,IA,Main Concourse,51
5/3/2020,13:00,,,,,Blue-2,83
,,DTW,Detroit Metro Wayne County,Detroit,MI,Red 1,33
,,,,,,Red 3,154
,,ECP,Northwest Florida BeachesInternational Airport,West Bay,FL,Checkpoint 1,53
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,32
,,ERI,Erie International,Erie,PA,Main Terminal,0
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,12
,,EVV,Evansville Regional,Evansville,IN,Main Checkpoint,3
,,,,,,Terminal A/3,70
,,EWR,Newark International,Newark,NJ,Terminal B/1,34
,,,,,,Terminal C/1,190
,,EYW,Key West International,Key West,FL,MAIN,29
,,FAR,Hector International,Fargo,ND,Gate,1
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,33
,,,,,,T1 Checkpoint,66
,,FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,T2 Checkpoint T3F Checkpoint,81171
,,,,,,T4 Checkpoint,37
,,FNT,Bishop International,Flint,MI,AOO-01,13
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,6
,,FSM,Fort Smith Municipal,Ft Smith,AR,FSMA,0
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,21
,,GCK,Garden City Municipal,Garden City,KS,GCK-1,4
,,,,,,GEG-A/B,38
,,GEG,Spokane International,Spokane,WA,,
,,,,,,GEGC,26
,,GGG,Gregg County,Longview,TX,GGGA,0
,,GGW,Glasgow International / Wokal Field,Glasgow,MT,Checkpoint 1,4
,,GJT,Grand Junction Regional,Grand Junction,CO,GJTZ,8
,,GPI,Glacier Park Intl.,Kalispell,MT,Main Checkpoint,13
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,0
,,GRB,Austin Straubel Field,Green Bay,WI,Concourse A,19
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,39
,,GSO,Piedmont Triad International,Greensboro,NC,South Concourse,45
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,32
,,GTF,Great Falls International,Great Falls,MT,GTF E/W,20
,,HNL,Daniel K. Inouye International Airport,Honolulu,HI,CP 1 Lanes 3&4 HNL03,5985
,,HOU,Houston Hobby,Houston,TX,CENTRAL,111
,,HRL,Valley International,Harlingen,TX,HRL01,23
,,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,24
,,,,,,Employee Checkpoint,0
,,IAD,Washington-Dulles International,"Washington, DC",VA,,
,,,,,,Passenger Screening Area:  PreCheck,66
,,IAG,Niagara Falls International,Niagara Falls,NY,IAG-01,1
,,,,,,12/AS Terminal,68
,,IAH,Houston Intercontinental,Houston,TX,,
,,,,,,30/CN Terminal,97
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,9
,,ILM,Wilmington International,Wilmington,NC,Terminal,1
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,90
,,IPT,Williamsport Lycoming County,Montoursville,PA,Main Checkpoint,8
,,ITH,Ithaca Tompkins Regional Airport,Ithaca,NY,240,0
,,JAC,Jackson Hole,Jackson,WY,JAC 01,1
,,JAN,Jackson International,Jackson,MS,JAN-East,0
,,JAX,Jacksonville International,Jacksonville,FL,Consolidated Passenger Checkpoint,48
,,,,,,Terminal 1,47
,,,,,,Terminal 4 Main,75
,,JFK,John F. Kennedy International,Jamaica,NY,,
,,,,,,Terminal 5,97
,,,,,,Terminal 8,45
,,JNU,Juneau International,Juneau,AK,JNU-01,3
,,KOA,Ellison Onizuka Kona InternationalAirport,Kailua-Kona,HI,KOA02,6
,,LAN,Capital City,Lansing,MI,Gate,8
,,,,,,Term 1 - AB,6
5/3/2020,13:00,LAS,McCarran International,Las Vegas,NV,Term 1 - D,129
,,,,,,Terminal 3 - E Upper,23
,,,,,,TBIT Main Checkpoint,142
,,,,,,Terminal 1 - Passenger,73
,,,,,,Terminal 2 - Passenger,45
,,LAX,Los Angeles International,Los Angeles,CA,Terminal 4A - Passenger,26
,,,,,,Terminal 5 - Passenger,103
,,,,,,Terminal 6 - Passenger,16
,,,,,,Terminal 7 - Passenger,16
,,LBB,Lubbock International,Lubbock,TX,LBBA,31
,,LBE,Arnold Palmer Regional Airport,Latrobe,PA,Main Terminal,1
,,LCK,Rickenbacker International,Columbus,OH,Checkpoint 1,6
,,LEX,Blue Grass,Lexington,KY,LEX-A,19
,,LFT,Lafayette Regional,Lafayette,LA,LFT01,9
,,,,,,TB CHK A,35
,,LGA,LaGuardia,Flushing,NY,TB CHK D,121
,,,,,,TC CHK West,78
,,LGB,Long Beach Daugherty Field,Long Beach,CA,Checkpoint,10
,,LIT,Little Rock National,Little Rock,AR,LITA,4
,,LSE,La Crosse Municipal,La Crosse,WI,Gate,8
,,LWS,Lewiston - Nez Perce County,Lewiston,ID,SSC Main,7
,,MAF,Midland International,Midland,TX,MAFA,0
,,MCE,Merced Municipal,Merced,CA,Terminal,6
,,,,,,MCI 37-45,83
,,MCI,Kansas City International,Kansas City,MO,,
,,,,,,MCI 76-85,0
,,,,,,EAST Checkpoint,58
,,MCO,Orlando International,Orlando,FL,EAST FIS,6
,,,,,,WEST Checkpoint,190
,,MCW,Mason City Municipal,Mason City,IA,MCW-1,1
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,10
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,126
,,MEM,Memphis International,Memphis,TN,MEM-B,30
,,MFE,Miller International,McAllen,TX,MFE01,5
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,2
,,MHT,Manchester,Manchester,NH,Checkpoint,8
,,,,,,North 2,109
,,MIA,Miami International,Miami,FL,,
,,,,,,South-H,3
,,,,,,CONC C,66
,,MKE,General Mitchell International,Milwaukee,WI,,
,,,,,,CONC D,12
,,MLB,Melbourne International,Melbourne,FL,MLB A,4
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,2
,,MSL,Muscle Shoals,Muscle Shoals,AL,MSL,1
,,MSN,Dane County Regional,Madison,WI,Checkpoint Alpha,2
,,,,,,North CP,66
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,,
,,,,,,T2 CP1,28
,,MSY,New Orleans International,Kenner,LA,MSY01,64
,,MTJ,Montrose County,Montrose,CO,MTJZ,2
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,5
,,,,,,TERM1,44
,,OAK,Metropolitan Oakland International,Oakland,CA,,
,,,,,,TERM2,67
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,9
,,OKC,Will Rogers World,Oklahoma City,OK,West,31
,,OLF,L. M. Clayton / Wolf Point,Wolf Point,MT,Checkpoint 1,4
,,,,,,Terminal A,52
,,OMA,Eppley Airfield,Omaha,NE,,
,,,,,,Terminal B,10
,,ONT,Ontario International,Ontario,CA,T4,13
,,,,,,10,34
,,,,,,2,70
,,,,,,4B,74
,,ORD,Chicago-OHare International,Chicago,IL,,
,,,,,,5,13
,,,,,,6A,75
5/3/2020,13:00,,,,,7A,296
,,,,,,Conc. A Checkpoint,36
,,ORF,Norfolk International,Norfolk,VA,,
,,,,,,Conc. B Checkpoint,50
,,PAE,Snohomish County Airport-PaineField,Snohomish County,WA,PAE Main,4
,,PBG,Plattsburg International,Plattsburgh,NY,Checkpoint 1,10
,,,,,,PBI A/B,35
,,PBI,West Palm Beach International,West Palm Beach,FL,,
,,,,,,PBI C,8
,,PDX,Portland International Airport,Portland,OR,PDX D/E,152
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,210
,,PGV,Pitt-Greenville,Greenville,NC,Terminal,0
,,,,,,Checkpoint B,95
,,PHL,Philadelphia International,Philadelphia,PA,Checkpoint D\E,59
,,,,,,Checkpoint F,28
,,,,,,T-3 North,182
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-4 A,201
,,,,,,T-4 C,265
